Java HotSpot(TM) 64-Bit Server VM (25.92-b14) for windows-amd64 JRE (1.8.0_92-b14), built on Mar 31 2016 21:03:04 by "java_re" with MS VC++ 10.0 (VS2010)
2018-03-19T12:11:40.865+0530: 31.382: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:41.151+0530: 31.667: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:41.425+0530: 31.941: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004933 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:41.701+0530: 32.217: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005275 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:41.978+0530: 32.495: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006502 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:42.259+0530: 32.776: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005617 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:42.533+0530: 33.050: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0006463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:42.810+0530: 33.326: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0004933 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:43.088+0530: 33.604: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005191 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:43.364+0530: 33.881: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005215 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-03-19T12:11:43.638+0530: 34.154: [GC (Allocation Failure) [PSYoungGen: 173600K->32K(174080K)] 174604K->1036K(523776K), 0.0005282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
